Epoch,Accuracy,Loss
0,56.47,1.223471721
1,64.31,1.122424217
2,75.05,0.708701903
3,78.29,0.631951045
4,82.16,0.522913698
5,71.44,0.896706021
6,77.62,0.668098069
7,79.29,0.60898865
8,80.4,0.586961325
9,79.19,0.617532184
10,84.26,0.465230274
11,85.8,0.417347508
12,87.55,0.368543107
13,87.94,0.357294175
14,88.45,0.345225937
15,70.62,0.968514336
16,76.07,0.784928205
17,81.43,0.567668016
18,82.05,0.534586264
19,81.62,0.657144117
20,84.02,0.498147684
21,84.75,0.456160518
22,84.68,0.469254671
23,86.61,0.403405671
24,86.87,0.420806262
25,86.77,0.411753796
26,88.02,0.380908228
27,88.76,0.351022142
28,89.42,0.327230729
29,89.22,0.363044911
30,90.18,0.322143927
31,90.59,0.312817861
32,90.66,0.312291357
33,91.12,0.299701215
34,91,0.300489183
35,84.42,0.476328051
36,85.03,0.451492828
37,84.93,0.484533584
38,85.84,0.440932368
39,86.07,0.466820823
40,86.2,0.423785839
41,86.4,0.410699754
42,87.5,0.387050415
43,87.53,0.403077257
44,88.16,0.371621769
45,87.72,0.385218492
46,86.25,0.471922811
47,87.04,0.418073436
48,87.28,0.401433809
49,86.67,0.43050629
50,86.29,0.464804005
51,89.24,0.338814574
52,88.73,0.358001512
53,88.97,0.387473291
54,88.35,0.413030547
55,89.79,0.348129667
56,88.96,0.361315523
57,89.29,0.388842435
58,89.85,0.370663519
59,89.98,0.36344398
60,90.45,0.33745229
61,90.73,0.346483787
62,90.79,0.357332667
63,91.16,0.34779438
64,91.22,0.359984148
65,91.21,0.351380205
66,91.42,0.352380353
67,91.66,0.352177602
68,91.91,0.349912092
69,92.27,0.350890205
70,92.14,0.353227219
71,92.17,0.355779959
72,92.25,0.353604658
73,92.27,0.355676257
74,92.28,0.355420777
75,85.46,0.452114656
76,84,0.532001492
77,85.62,0.461704522
78,86.92,0.428396398
79,86.94,0.422742845
80,87.36,0.411623818
81,87.65,0.421159338
82,83.91,0.544099866
83,88.07,0.431131745
84,87.52,0.415912305
85,87.4,0.423951667
86,84.74,0.529520598
87,85,0.519215453
88,84.38,0.523476665
89,88.53,0.361527735
90,86.17,0.459676854
91,87.68,0.389991001
92,86.46,0.426242601
93,89.92,0.325012672
94,89.12,0.37460115
95,87.15,0.460099394
96,85.44,0.519316819
97,88.45,0.386693031
98,88.75,0.368924219
99,87.94,0.401957847
100,88.78,0.382501633
101,87.95,0.436777339
102,89.23,0.340994318
103,89.17,0.363592365
104,89.84,0.34195428
105,88.22,0.432590716
106,89.36,0.351571475
107,89.97,0.344853361
108,89.4,0.3626423
109,89.1,0.402906189
110,89.58,0.345164398
111,88.93,0.385637863
112,89.93,0.348863903
113,90.32,0.36562827
114,89.37,0.398579445
115,89.34,0.384882873
116,90.26,0.366665719
117,90.61,0.338274965
118,89.76,0.373782734
119,89.44,0.397854632
120,89.96,0.354716616
121,90.77,0.348619637
122,90.98,0.349297405
123,90.38,0.358495033
124,90.97,0.372135692
125,91.62,0.33230003
126,91.6,0.341620939
127,91.23,0.384125168
128,91.68,0.359526753
129,91.59,0.361528404
130,91.42,0.376778003
131,91.01,0.370869871
132,92.05,0.348057085
133,91.73,0.377376943
134,92.16,0.355928941
135,92.1,0.378061724
136,91.79,0.395789139
137,92.2,0.391285509
138,92.07,0.397037688
139,92.11,0.366105822
140,92.33,0.373837484
141,92.23,0.386634876
142,92.42,0.383822194
143,92.6,0.382520932
144,92.43,0.392642535
145,92.51,0.375145691
146,92.59,0.382469329
147,92.74,0.377230845
148,92.64,0.384024968
149,92.73,0.386495352
150,92.75,0.383290415
151,92.69,0.380143561
152,92.68,0.381529228
153,92.57,0.384526865
154,92.73,0.37857261
