Epoch,Accuracy,Loss
0,55.08,1.255452894
1,66.21,0.939883514
2,74.24,0.746451462
3,76.62,0.673902571
4,81.08,0.553700331
5,69.67,0.93898048
6,70.75,0.875013616
7,77.24,0.672905478
8,66.51,1.239617445
9,81.6,0.554060965
10,81.91,0.553779865
11,84.05,0.485540542
12,84.86,0.455751114
13,86.2,0.407264719
14,86.71,0.394900361
15,79.18,0.626858137
16,80.23,0.609902749
17,80.36,0.601015605
18,78.21,0.662812184
19,76.66,0.710582131
20,82.46,0.527219865
21,82.76,0.51730385
22,83.94,0.502273328
23,84.93,0.461498858
24,84.2,0.477360539
25,85.58,0.436480239
26,86.01,0.435161213
27,87.27,0.384846332
28,88.34,0.349688353
29,88.48,0.352505878
30,88.83,0.339643485
31,89.04,0.331699461
32,89.51,0.322185245
33,89.52,0.320602587
34,89.54,0.321979243
35,84.05,0.468804143
36,81.69,0.543968084
37,82.2,0.571361971
38,80.52,0.624283773
39,84.14,0.498989449
40,83.6,0.51572623
41,85.13,0.471161215
42,85.17,0.459474735
43,85.87,0.431979133
44,82.74,0.548817556
45,85.92,0.431382962
46,84.6,0.470656819
47,83.58,0.539378497
48,86.37,0.417606511
49,86.6,0.408883447
50,85.41,0.466349199
51,87.63,0.393193632
52,88.16,0.375247998
53,87.38,0.395052185
54,86.7,0.436844821
55,86.06,0.459848969
56,88.07,0.3863602
57,89.03,0.347827456
58,88.11,0.398714233
59,89.58,0.328781894
60,88.13,0.39493621
61,89.79,0.334070015
62,90.32,0.302983105
63,90.18,0.323028867
64,90.14,0.33003424
65,90.75,0.304747945
66,90.7,0.311993413
67,90.83,0.313598614
68,90.55,0.319452967
69,90.84,0.301956575
70,91.02,0.303748561
71,91.14,0.303085781
72,91.12,0.302698973
73,91.12,0.301013803
74,91.03,0.30191331
75,83.08,0.513925194
76,77.95,0.771207697
77,82.78,0.546461618
78,85.51,0.45471408
79,84.9,0.450109343
80,82.96,0.559532273
81,84.97,0.439417216
82,85.84,0.433794616
83,85.74,0.451038039
84,83.47,0.543647958
85,83.95,0.504557734
86,83.83,0.510947571
87,84.87,0.470034244
88,87.52,0.392763583
89,86.78,0.409091317
90,86.13,0.453262021
91,86.31,0.438921455
92,86.48,0.408379511
93,86.38,0.445795575
94,85.42,0.467315144
95,87.21,0.407743298
96,83.77,0.547249118
97,85.41,0.485695999
98,84.34,0.524489578
99,85.26,0.508573051
100,86,0.443539337
101,87.17,0.408390606
102,86.01,0.435436692
103,88.31,0.366262759
104,88.17,0.388803004
105,87.95,0.376587028
106,87.8,0.388967879
107,87.94,0.397478828
108,88.33,0.368835259
109,86.94,0.419837772
110,87.44,0.395654251
111,88.37,0.381113902
112,88.69,0.369680061
113,87.21,0.422339262
114,88.88,0.353365979
115,87.73,0.386104109
116,89.46,0.333791845
117,88.33,0.406063731
118,89.23,0.364279036
119,88.34,0.399273349
120,88.62,0.393902796
121,89.02,0.389129828
122,89.01,0.371017466
123,89.21,0.37705085
124,89.5,0.366632219
125,89.99,0.33839344
126,90.03,0.332681441
127,89.85,0.340272176
128,89.48,0.362068328
129,90.67,0.315864487
130,90.27,0.337045735
131,90.39,0.327841632
132,91.1,0.314729608
133,90.76,0.326891829
134,90.88,0.331453881
135,90.65,0.340759837
136,91.08,0.315808767
137,91.09,0.324909204
138,91.14,0.319872096
139,91.19,0.325733106
140,91.1,0.326972598
141,91.49,0.314084304
142,91.38,0.324507639
143,91.53,0.320757141
144,91.45,0.31979458
145,91.63,0.318285481
146,91.63,0.316284201
147,91.66,0.313613712
148,91.63,0.319151204
149,91.63,0.318734763
150,91.62,0.317456324
151,91.63,0.319087695
152,91.58,0.321866444
153,91.76,0.316374775
154,91.65,0.316670205
