Epoch,Accuracy,Loss
0,86.62,0.469018128
1,88.72,0.391504393
2,88.68,0.428635807
3,91.66,0.329871525
4,92.91,0.278402807
5,84.73,0.580070446
6,87.09,0.448957917
7,88.81,0.383846067
8,87.05,0.484147654
9,90.53,0.359246033
10,90.94,0.351283062
11,92.94,0.304039336
12,93.05,0.313346839
13,93.44,0.293028233
14,93.57,0.289150762
15,88.12,0.450151693
16,87.13,0.482375149
17,86.92,0.485625738
18,87.3,0.44528908
19,89.82,0.365821428
20,89,0.436388212
21,90.35,0.3700214
22,90.27,0.358962471
23,90.94,0.353649452
24,91.12,0.360753036
25,91.58,0.339090918
26,92.14,0.332613269
27,92.68,0.325336776
28,93.01,0.324889641
29,93.04,0.322436409
30,93.32,0.314169908
31,93.38,0.317335955
32,93.46,0.31154567
33,93.44,0.310537548
34,93.58,0.30904389
35,85.77,0.583489751
36,87.99,0.453716967
37,87.39,0.459578087
38,88.15,0.401433074
39,87.48,0.456662441
40,87.04,0.457518447
41,89.86,0.366427505
42,89.4,0.374064617
43,89.1,0.404700475
44,88.73,0.421994247
45,90.76,0.348188042
46,89.01,0.410948599
47,88.73,0.437628825
48,89.72,0.396083746
49,89.65,0.400755775
50,91.29,0.363695073
51,91.56,0.348716309
52,90.88,0.421675198
53,90.38,0.410031506
54,91.17,0.382850979
55,92.25,0.333230754
56,92.56,0.319376169
57,92.25,0.361143347
58,92.75,0.347371119
59,92.61,0.350211326
60,93.12,0.332389109
61,93.17,0.319372696
62,93.43,0.313057525
63,93.62,0.306217122
64,93.57,0.310459939
65,93.69,0.317475014
66,93.89,0.30982518
67,93.7,0.313791225
68,93.89,0.308053791
69,94.01,0.307814896
70,93.97,0.308497466
71,93.99,0.307576702
72,93.92,0.309179492
73,94.01,0.30501948
74,93.93,0.307441653
75,85.52,0.559161192
76,87.62,0.425310542
77,88.32,0.433319776
78,89.26,0.372033396
79,86.86,0.494540529
80,88.86,0.430948969
81,90.23,0.362701313
82,87.87,0.464116907
83,88.69,0.407445756
84,89.77,0.390223058
85,89.23,0.44463328
86,90.51,0.351210954
87,86.35,0.576669101
88,89.95,0.392718062
89,90.08,0.386256999
90,89.67,0.389425337
91,90.26,0.369480163
92,90.06,0.385650472
93,89.52,0.423625282
94,90.24,0.400374991
95,90.36,0.365476183
96,91.06,0.351691189
97,90.21,0.383125189
98,89.43,0.384691614
99,89.56,0.425445428
100,88.07,0.5064828
101,91.12,0.344183313
102,90.29,0.397162782
103,90.56,0.404339521
104,89.36,0.477122326
105,89.95,0.403135777
106,90.73,0.387562483
107,90.35,0.406679826
108,90.11,0.438815817
109,90.82,0.396736191
110,90.98,0.392091129
111,91.86,0.338051887
112,90.54,0.390652796
113,91.98,0.343025158
114,91.81,0.349853132
115,91.77,0.375065034
116,91.88,0.372483087
117,92.39,0.349713734
118,92.21,0.351119395
119,92.53,0.349696716
120,92.27,0.369130234
121,92.46,0.338460661
122,92.45,0.359954726
123,92.6,0.365515113
124,92.81,0.343596356
125,92.94,0.356570953
126,93.26,0.323133054
127,93.11,0.350945224
128,93.32,0.339796363
129,93.53,0.318278135
130,93.59,0.329617451
131,93.58,0.339200508
132,93.83,0.324640957
133,93.81,0.324571393
134,93.75,0.323178237
135,93.84,0.31139734
136,94.02,0.306942745
137,93.91,0.311110795
138,94.04,0.311609206
139,94.16,0.314950824
140,94.1,0.31311901
141,94.1,0.312144519
142,94.31,0.304838101
143,94.3,0.307794595
144,94.16,0.308558876
145,94.26,0.307115442
146,94.22,0.308870273
147,94.26,0.310042332
148,94.22,0.308898457
149,94.32,0.306524055
150,94.31,0.306190657
151,94.36,0.309180392
152,94.29,0.307303467
153,94.23,0.308946311
154,94.33,0.307561375
